transaction_id,customer_id,amount,time,location,device,is_fraud
2761,365,992,10,Unknown,ATM,0
2762,365,3133,17,Harare,ATM,0
2763,366,969,17,Masvingo,Web,0
2764,366,1463,8,Bulawayo,Mobile,0
2765,366,3172,0,Unknown,Web,1
2766,366,61,22,Mutare,Web,0
2767,366,3828,14,Gweru,ATM,0
2768,366,1425,7,Bulawayo,Web,0
2769,367,21,16,Unknown,Mobile,0
2770,367,3002,18,Unknown,Web,1
2771,367,4003,19,Masvingo,ATM,0
2772,367,1512,1,Masvingo,Mobile,0
2773,367,2975,9,Masvingo,ATM,0
2774,367,3489,19,Bulawayo,Web,0
2775,367,452,11,Bulawayo,ATM,0
2776,367,4582,10,Gweru,Mobile,0
2777,367,750,12,Unknown,Web,0
2778,368,4372,15,Bulawayo,ATM,0
2779,368,2823,20,Masvingo,Mobile,0
2780,368,1072,18,Unknown,ATM,0
2781,368,1921,2,Gweru,ATM,0
2782,368,131,8,Gweru,Web,0
2783,369,4563,16,Mutare,Mobile,0
2784,369,4465,16,Masvingo,Mobile,0
2785,369,3811,1,Bulawayo,Mobile,0
2786,369,601,21,Bulawayo,Mobile,0
2787,369,1356,1,Harare,Web,0
2788,370,4720,15,Masvingo,Web,0
2789,370,3036,5,Harare,Web,0
2790,370,4330,18,Harare,ATM,0
2791,370,2803,1,Bulawayo,ATM,0
2792,370,1297,9,Masvingo,ATM,0
2793,370,2675,4,Masvingo,Web,0
2794,371,1450,18,Mutare,Mobile,0
2795,371,3759,23,Gweru,ATM,0
2796,371,467,1,Bulawayo,Mobile,0
2797,371,1125,17,Harare,ATM,0
2798,371,1396,10,Unknown,Web,0
2799,371,2300,14,Bulawayo,Web,0
2800,371,3986,18,Bulawayo,ATM,0
2801,371,1693,10,Mutare,ATM,0
2802,372,585,13,Bulawayo,Web,0
2803,372,4600,6,Unknown,Web,1
2804,372,4740,13,Mutare,Web,0
2805,372,2564,11,Masvingo,Mobile,0
2806,372,4052,17,Bulawayo,Mobile,0
2807,372,3055,20,Mutare,ATM,0
2808,372,3002,19,Bulawayo,ATM,0
2809,372,3964,3,Mutare,ATM,0
2810,372,4350,18,Gweru,ATM,0
2811,372,4455,16,Bulawayo,Mobile,0
2812,373,810,13,Mutare,Web,0
2813,373,316,16,Bulawayo,Web,0
2814,373,573,12,Unknown,ATM,0
2815,373,2561,19,Mutare,Mobile,0
2816,373,2313,1,Unknown,Web,1
2817,373,437,5,Mutare,ATM,0
2818,373,785,10,Gweru,Mobile,0
2819,373,3067,7,Bulawayo,ATM,0
2820,374,1822,13,Gweru,ATM,0
2821,374,3124,0,Unknown,Web,1
2822,374,3367,21,Masvingo,Mobile,0
2823,374,2464,7,Gweru,Mobile,0
2824,374,1900,23,Harare,Web,0
2825,374,2221,14,Unknown,ATM,1
2826,374,2197,21,Bulawayo,Web,0
2827,374,709,21,Gweru,ATM,0
2828,375,3822,12,Unknown,Web,1
2829,375,628,22,Gweru,Mobile,0
2830,375,2361,20,Unknown,Mobile,1
2831,375,1418,23,Masvingo,Web,0
2832,375,2131,1,Gweru,Mobile,0
2833,375,2622,17,Harare,ATM,0
2834,375,1303,19,Unknown,Mobile,0
2835,376,4664,4,Bulawayo,Web,0
2836,376,725,1,Mutare,Mobile,0
2837,376,4201,17,Harare,Mobile,0
2838,376,1846,22,Masvingo,Web,0
2839,376,2477,11,Gweru,Web,0
2840,376,3149,15,Masvingo,ATM,0
2841,376,4190,21,Bulawayo,Web,0
2842,377,1182,2,Unknown,ATM,0
2843,377,3150,3,Unknown,Mobile,1
2844,377,3158,19,Mutare,Web,0
2845,377,1857,11,Gweru,Web,0
2846,377,1080,10,Masvingo,Web,0
2847,377,3453,7,Masvingo,Web,0
2848,377,556,19,Mutare,ATM,0
2849,377,3932,20,Masvingo,Mobile,0
2850,377,3145,3,Unknown,Mobile,1
2851,378,4696,3,Unknown,Mobile,1
2852,378,4075,14,Masvingo,Mobile,0
2853,378,1765,16,Bulawayo,Mobile,0
2854,378,365,11,Mutare,ATM,0
2855,378,3453,8,Mutare,Web,0
2856,379,3437,22,Bulawayo,ATM,0
2857,379,2666,0,Masvingo,Web,0
2858,379,2429,3,Masvingo,Web,0
2859,379,4913,9,Mutare,Web,0
2860,379,3075,12,Gweru,ATM,0
2861,380,3942,1,Unknown,Mobile,1
2862,380,4102,0,Gweru,ATM,0
2863,380,2335,20,Bulawayo,ATM,0
2864,380,2307,3,Unknown,Mobile,1
2865,380,3068,3,Gweru,ATM,0
2866,381,2646,15,Mutare,ATM,0
2867,381,2124,4,Masvingo,ATM,0
2868,381,3644,12,Bulawayo,Mobile,0
2869,381,2273,21,Harare,Web,0
2870,381,2643,7,Mutare,ATM,0
2871,381,3817,23,Gweru,Web,0
2872,382,1117,9,Mutare,Web,0
2873,382,3564,1,Gweru,Mobile,0
2874,382,3810,4,Unknown,Web,1
2875,382,2576,10,Masvingo,Web,0
2876,382,4813,5,Bulawayo,ATM,0
2877,383,3808,4,Masvingo,Mobile,0
2878,383,25,20,Mutare,Web,0
2879,383,970,17,Harare,Mobile,0
2880,383,2217,20,Masvingo,Mobile,0
2881,383,949,20,Bulawayo,ATM,0
2882,383,4012,21,Mutare,Web,0
2883,384,4807,6,Bulawayo,Web,0
2884,384,2699,12,Unknown,Web,1
2885,384,917,1,Gweru,ATM,0
2886,384,1225,21,Gweru,Mobile,0
2887,384,694,1,Harare,Mobile,0
2888,384,3469,5,Unknown,Mobile,1
2889,385,901,0,Masvingo,Mobile,0
2890,385,3156,10,Bulawayo,Web,0
2891,385,2256,20,Harare,ATM,0
2892,385,2063,15,Gweru,Web,0
2893,385,3431,19,Bulawayo,ATM,0
2894,386,674,5,Bulawayo,ATM,0
2895,386,4400,6,Bulawayo,ATM,0
2896,386,2987,14,Gweru,Web,0
2897,386,2133,21,Harare,Web,0
2898,386,4686,2,Unknown,Web,1
2899,387,17,10,Bulawayo,Mobile,0
2900,387,1210,10,Masvingo,Web,0
2901,387,197,21,Unknown,Mobile,0
2902,387,2921,11,Bulawayo,Mobile,0
2903,387,891,16,Bulawayo,Mobile,0
2904,387,402,10,Gweru,Web,0
2905,388,2667,8,Bulawayo,Mobile,0
2906,388,4473,11,Mutare,ATM,0
2907,388,2564,13,Gweru,ATM,0
2908,388,4380,2,Gweru,Mobile,0
2909,388,3777,19,Harare,Mobile,0
2910,388,3431,0,Mutare,ATM,0
2911,389,1218,21,Unknown,ATM,0
2912,389,1305,22,Bulawayo,Web,0
2913,389,1771,23,Masvingo,ATM,0
2914,389,3914,8,Gweru,Web,0
2915,389,1675,5,Masvingo,Mobile,0
2916,390,2813,10,Masvingo,Web,0
2917,390,1878,8,Mutare,ATM,0
2918,390,866,10,Masvingo,Mobile,0
2919,390,2610,1,Harare,Mobile,0
2920,390,1167,10,Harare,ATM,0
2921,390,1998,4,Mutare,Mobile,0
2922,390,701,2,Mutare,ATM,0
2923,390,3506,4,Mutare,Mobile,0
2924,390,3453,0,Harare,Mobile,0
2925,390,2613,7,Mutare,Web,0
2926,391,2123,6,Unknown,Web,1
2927,391,762,2,Bulawayo,Web,0
2928,391,3221,5,Masvingo,ATM,0
2929,391,646,13,Unknown,ATM,0
2930,391,3478,4,Mutare,Mobile,0
2931,391,2862,19,Gweru,Web,0
2932,391,1938,0,Unknown,Web,0
2933,392,1687,13,Harare,ATM,0
2934,392,1835,12,Bulawayo,ATM,0
2935,392,4726,4,Masvingo,Mobile,0
2936,392,1150,18,Masvingo,ATM,0
2937,392,1619,18,Harare,Mobile,0
2938,392,4582,0,Mutare,ATM,0
2939,392,3120,17,Masvingo,ATM,0
2940,392,946,19,Gweru,Web,0
2941,393,1779,1,Unknown,ATM,0
2942,393,2978,10,Unknown,Mobile,1
2943,393,1307,17,Gweru,Web,0
2944,393,586,15,Harare,Mobile,0
2945,393,4654,6,Harare,ATM,0
2946,393,1752,10,Unknown,Mobile,0
2947,393,4808,3,Unknown,Web,1
2948,393,2467,23,Harare,Mobile,0
2949,393,3199,22,Bulawayo,ATM,0
2950,393,34,14,Masvingo,Mobile,0
2951,394,435,6,Gweru,Mobile,0
2952,394,4030,8,Masvingo,Web,0
2953,394,217,20,Harare,Web,0
2954,394,592,13,Unknown,Web,0
2955,394,1853,23,Harare,ATM,0
2956,394,2912,10,Harare,Web,0
2957,394,2240,22,Mutare,ATM,0
2958,395,4863,14,Mutare,Web,0
2959,395,4725,2,Mutare,Web,0
2960,395,4904,1,Mutare,Web,0
2961,395,4883,6,Bulawayo,ATM,0
2962,395,530,23,Gweru,ATM,0
2963,395,4353,5,Mutare,ATM,0
2964,395,4938,2,Unknown,Mobile,1
2965,395,2670,9,Harare,Mobile,0
2966,396,3320,0,Mutare,ATM,0
2967,396,4489,15,Bulawayo,Mobile,0
2968,396,3270,0,Gweru,Mobile,0
2969,396,2276,17,Harare,Mobile,0
2970,396,2870,8,Gweru,Mobile,0
2971,397,3807,7,Gweru,ATM,0
2972,397,5,14,Harare,Mobile,0
2973,397,4213,0,Masvingo,Web,0
2974,397,4830,16,Unknown,Mobile,1
2975,397,4068,13,Bulawayo,Web,0
2976,397,1462,13,Bulawayo,Web,0
2977,397,3751,0,Gweru,Web,0
2978,397,281,0,Masvingo,Mobile,0
2979,397,1650,22,Harare,ATM,0
2980,398,4734,8,Bulawayo,Web,0
2981,398,4077,19,Gweru,ATM,0
2982,398,2420,7,Gweru,Mobile,0
2983,398,2349,18,Unknown,ATM,1
2984,398,2735,16,Bulawayo,Mobile,0
2985,398,3736,18,Gweru,Mobile,0
2986,399,4984,17,Masvingo,Web,0
2987,399,3072,5,Harare,Web,0
2988,399,1644,5,Masvingo,ATM,0
2989,399,406,7,Mutare,Web,0
2990,399,2761,19,Mutare,ATM,0
2991,399,3485,8,Bulawayo,Web,0
2992,399,2115,7,Gweru,Web,0
2993,400,3855,15,Masvingo,ATM,0
2994,400,1843,13,Unknown,ATM,0
2995,400,2894,14,Bulawayo,ATM,0
2996,400,40,14,Harare,ATM,0
2997,400,4609,9,Harare,Mobile,0
2998,400,1996,10,Mutare,Mobile,0
2999,400,2342,22,Masvingo,Web,0
3000,400,2963,11,Harare,ATM,0
3001,401,1356,14,Masvingo,Mobile,0
3002,401,964,15,Masvingo,ATM,0
3003,401,2267,7,Masvingo,Web,0
3004,401,274,14,Gweru,Web,0
3005,401,3732,10,Mutare,Mobile,0
3006,401,3539,15,Gweru,ATM,0
3007,401,86,2,Unknown,Mobile,0
3008,401,4626,2,Mutare,Mobile,0
3009,402,4625,22,Bulawayo,Mobile,0
3010,402,3686,6,Bulawayo,Mobile,0
3011,402,396,12,Harare,ATM,0
3012,402,149,0,Unknown,ATM,0
3013,402,789,22,Harare,Web,0
3014,402,917,0,Gweru,ATM,0
3015,402,3630,22,Harare,Mobile,0
3016,402,4388,11,Harare,ATM,0
3017,402,1677,4,Gweru,ATM,0
3018,402,1652,3,Gweru,ATM,0
3019,403,96,9,Bulawayo,Web,0
3020,403,2753,9,Bulawayo,ATM,0
3021,403,4771,7,Masvingo,ATM,0
3022,403,2640,3,Bulawayo,Web,0
3023,403,2109,23,Unknown,Web,1
3024,403,3421,14,Mutare,Mobile,0
3025,403,1178,11,Masvingo,ATM,0
3026,403,351,11,Masvingo,Mobile,0
3027,403,4953,10,Harare,Mobile,0
3028,404,3040,9,Bulawayo,ATM,0
3029,404,2096,12,Masvingo,ATM,0
3030,404,2562,23,Unknown,Web,1
3031,404,638,3,Gweru,Mobile,0
3032,404,4630,14,Gweru,Mobile,0
3033,404,1117,21,Masvingo,Web,0
3034,404,3307,12,Masvingo,ATM,0
3035,404,4348,22,Unknown,Mobile,1
3036,404,2752,6,Masvingo,Web,0
3037,404,2539,1,Harare,Web,0
3038,405,4884,8,Mutare,Web,0
3039,405,3428,5,Bulawayo,Mobile,0
3040,405,3051,12,Harare,ATM,0
3041,405,4016,19,Masvingo,Mobile,0
3042,405,1356,11,Unknown,Mobile,0
3043,406,3915,3,Unknown,ATM,1
3044,406,103,16,Gweru,Web,0
3045,406,1782,6,Unknown,ATM,0
3046,406,2293,20,Gweru,Web,0
3047,406,3271,14,Bulawayo,Mobile,0
3048,407,1877,19,Masvingo,Mobile,0
3049,407,2566,6,Bulawayo,Mobile,0
3050,407,2192,2,Mutare,Web,0
3051,407,3896,17,Harare,ATM,0
3052,407,2661,17,Mutare,Web,0
3053,407,3402,20,Mutare,Web,0
3054,407,2416,20,Bulawayo,Mobile,0
3055,407,523,2,Harare,Web,0
3056,407,638,13,Masvingo,Web,0
3057,408,2822,11,Masvingo,Web,0
3058,408,2280,19,Bulawayo,Web,0
3059,408,4209,21,Gweru,Web,0
3060,408,281,11,Harare,ATM,0
3061,408,43,22,Gweru,Web,0
3062,408,2247,16,Gweru,Web,0
3063,408,4926,12,Unknown,ATM,1
3064,409,2054,11,Bulawayo,Mobile,0
3065,409,802,5,Unknown,Web,0
3066,409,3531,17,Mutare,ATM,0
3067,409,1810,4,Gweru,Mobile,0
3068,409,194,7,Mutare,Web,0
3069,409,2648,1,Masvingo,Web,0
3070,409,180,11,Gweru,Web,0
3071,409,1161,18,Gweru,ATM,0
3072,410,4272,6,Unknown,Mobile,1
3073,410,2397,20,Bulawayo,Mobile,0
3074,410,2418,17,Masvingo,Mobile,0
3075,410,1890,2,Mutare,Mobile,0
3076,410,4552,20,Unknown,Mobile,1
3077,410,3731,10,Mutare,Mobile,0
3078,410,4724,8,Harare,Mobile,0
3079,411,3110,18,Bulawayo,ATM,0
3080,411,2354,17,Bulawayo,Mobile,0
3081,411,3051,15,Harare,Web,0
3082,411,2925,6,Harare,Mobile,0
3083,411,2288,4,Unknown,ATM,1
3084,411,4818,21,Masvingo,Web,0
3085,412,3576,1,Gweru,ATM,0
3086,412,1969,16,Masvingo,ATM,0
3087,412,1021,10,Bulawayo,Mobile,0
3088,412,3498,12,Gweru,ATM,0
3089,412,3701,23,Masvingo,Web,0
3090,412,2315,21,Unknown,ATM,1
3091,412,200,17,Mutare,Web,0
3092,412,1654,14,Bulawayo,Web,0
3093,412,2651,5,Masvingo,Web,0
3094,412,2631,19,Bulawayo,Web,0
3095,413,4514,23,Mutare,Web,0
3096,413,1760,2,Gweru,ATM,0
3097,413,4642,10,Unknown,ATM,1
3098,413,1193,7,Bulawayo,Web,0
3099,413,3627,13,Mutare,ATM,0
3100,413,52,18,Harare,ATM,0
3101,413,1235,17,Harare,Mobile,0
3102,413,1618,4,Harare,Web,0
3103,414,1893,9,Harare,Web,0
3104,414,4597,17,Unknown,ATM,1
3105,414,307,21,Harare,ATM,0
3106,414,4040,9,Gweru,Mobile,0
3107,414,3620,7,Harare,Mobile,0
3108,414,1680,9,Unknown,Web,0
3109,414,4419,19,Mutare,Web,0
3110,414,983,10,Unknown,ATM,0
3111,414,1752,15,Bulawayo,Web,0
3112,415,1823,17,Mutare,Web,0
3113,415,439,20,Mutare,Web,0
3114,415,158,7,Gweru,Web,0
3115,415,20,17,Unknown,Web,0
3116,415,2485,7,Masvingo,ATM,0
3117,415,323,1,Masvingo,Web,0
3118,415,1612,16,Harare,ATM,0
3119,416,318,17,Mutare,Web,0
3120,416,1590,17,Unknown,Web,0
3121,416,1279,3,Unknown,Web,0
3122,416,3604,1,Bulawayo,ATM,0
3123,416,3025,16,Harare,Web,0
3124,416,4869,6,Unknown,Mobile,1
3125,416,45,15,Gweru,Web,0
3126,417,2209,11,Mutare,ATM,0
3127,417,2769,9,Mutare,Mobile,0
3128,417,1174,23,Unknown,ATM,0
3129,417,83,7,Bulawayo,ATM,0
3130,417,2877,1,Bulawayo,ATM,0
3131,417,4775,19,Masvingo,Web,0
3132,418,2485,21,Bulawayo,ATM,0
3133,418,3625,18,Harare,ATM,0
3134,418,2582,3,Bulawayo,Web,0
3135,418,4744,11,Unknown,Mobile,1
3136,418,960,7,Bulawayo,ATM,0
3137,418,2952,21,Gweru,Mobile,0
3138,418,640,8,Gweru,ATM,0
3139,419,3947,5,Bulawayo,ATM,0
3140,419,958,3,Bulawayo,ATM,0
3141,419,1714,7,Gweru,Web,0
3142,419,998,14,Masvingo,ATM,0
3143,419,3425,2,Gweru,ATM,0
3144,419,1769,16,Unknown,Mobile,0
3145,419,1838,18,Gweru,Mobile,0
3146,419,1626,10,Harare,Web,0
3147,419,945,2,Bulawayo,Web,0
3148,420,824,19,Harare,Mobile,0
3149,420,3186,1,Mutare,ATM,0
3150,420,254,11,Harare,ATM,0
3151,420,1984,8,Bulawayo,Mobile,0
3152,420,3162,6,Unknown,Mobile,1
3153,420,2935,10,Gweru,Mobile,0
3154,421,592,15,Harare,ATM,0
3155,421,1309,11,Unknown,ATM,0
3156,421,2746,14,Unknown,Mobile,1
3157,421,4335,5,Mutare,Web,0
3158,421,3674,17,Masvingo,Web,0
3159,421,1749,5,Bulawayo,ATM,0
3160,422,2873,0,Harare,Web,0
3161,422,3985,8,Mutare,Web,0
3162,422,3501,19,Gweru,Mobile,0
3163,422,2693,5,Harare,Web,0
3164,422,561,22,Bulawayo,Mobile,0
3165,423,4892,20,Bulawayo,Mobile,0
3166,423,1549,14,Gweru,ATM,0
3167,423,4690,2,Masvingo,Web,0
3168,423,4749,18,Unknown,Mobile,1
3169,423,716,11,Masvingo,ATM,0
3170,423,2438,2,Unknown,Web,1
3171,423,2144,3,Harare,Web,0
3172,424,1460,4,Gweru,Web,0
3173,424,195,14,Bulawayo,Mobile,0
3174,424,277,2,Mutare,Web,0
3175,424,2447,8,Harare,ATM,0
3176,424,4338,17,Mutare,ATM,0
3177,424,4334,12,Gweru,Web,0
3178,425,3450,12,Unknown,Web,1
3179,425,3274,1,Unknown,Web,1
3180,425,3408,9,Harare,Mobile,0
3181,425,803,4,Harare,Mobile,0
3182,425,712,21,Bulawayo,Mobile,0
3183,425,4960,20,Unknown,ATM,1
3184,425,3634,22,Harare,Web,0
3185,425,3956,20,Harare,Mobile,0
3186,425,4238,15,Harare,Web,0
3187,425,1207,12,Masvingo,ATM,0
3188,426,3442,0,Bulawayo,Mobile,0
3189,426,4031,2,Gweru,Web,0
3190,426,3802,6,Harare,ATM,0
3191,426,3616,4,Bulawayo,ATM,0
3192,426,4669,9,Gweru,Web,0
3193,427,4765,1,Gweru,Web,0
3194,427,1835,20,Masvingo,Web,0
3195,427,3326,9,Bulawayo,Mobile,0
3196,427,3920,14,Bulawayo,Mobile,0
3197,427,3965,5,Masvingo,ATM,0
3198,427,2269,20,Gweru,Web,0
3199,427,3262,3,Masvingo,Mobile,0
3200,428,1918,3,Harare,Mobile,0
3201,428,4109,5,Harare,Web,0
3202,428,1612,4,Bulawayo,Mobile,0
3203,428,4792,14,Unknown,ATM,1
3204,428,3543,15,Unknown,Web,1
3205,428,3985,5,Bulawayo,ATM,0
3206,428,1242,5,Gweru,Mobile,0
3207,428,4979,15,Mutare,Mobile,0
3208,428,2369,16,Masvingo,ATM,0
3209,429,1523,20,Harare,Web,0
3210,429,4822,4,Unknown,ATM,1
3211,429,2702,13,Harare,ATM,0
3212,429,636,23,Gweru,Mobile,0
3213,429,4567,3,Unknown,ATM,1
3214,429,1921,1,Mutare,Mobile,0
3215,429,270,18,Unknown,Web,0
3216,429,4889,22,Masvingo,ATM,0
3217,429,4511,5,Harare,Web,0
3218,429,2218,19,Gweru,ATM,0
3219,430,804,14,Mutare,Mobile,0
3220,430,4589,0,Masvingo,Mobile,0
3221,430,2878,1,Bulawayo,Mobile,0
3222,430,2321,12,Gweru,Web,0
3223,430,147,8,Mutare,ATM,0
3224,430,4284,23,Mutare,Web,0
3225,430,2522,15,Masvingo,Web,0
3226,430,3528,22,Mutare,Mobile,0
3227,430,104,4,Harare,ATM,0
3228,431,600,9,Gweru,Web,0
3229,431,3910,13,Unknown,Web,1
3230,431,3526,6,Unknown,ATM,1
3231,431,2870,14,Mutare,ATM,0
3232,431,4414,12,Unknown,Web,1
3233,432,2748,7,Harare,Mobile,0
3234,432,4729,8,Harare,ATM,0
3235,432,3736,23,Harare,Mobile,0
3236,432,2774,21,Bulawayo,ATM,0
3237,432,1487,9,Unknown,Mobile,0
3238,432,1532,20,Gweru,Mobile,0
3239,432,3898,3,Unknown,Web,1
3240,433,741,22,Unknown,Web,0
3241,433,1023,8,Unknown,Mobile,0
3242,433,3974,12,Mutare,Web,0
3243,433,3142,1,Mutare,Web,0
3244,433,192,0,Bulawayo,ATM,0
3245,433,2909,22,Gweru,ATM,0
3246,433,233,2,Unknown,ATM,0
3247,433,662,14,Masvingo,ATM,0
3248,433,3587,1,Unknown,ATM,1
3249,434,527,18,Gweru,ATM,0
3250,434,2032,18,Bulawayo,Web,0
3251,434,376,14,Bulawayo,Mobile,0
3252,434,1497,10,Masvingo,Web,0
3253,434,1696,15,Bulawayo,ATM,0
3254,434,3940,14,Masvingo,ATM,0
3255,434,312,9,Mutare,Web,0
3256,434,3990,20,Gweru,Web,0
3257,434,3927,7,Harare,Web,0
3258,434,1758,19,Masvingo,Mobile,0
3259,435,3689,17,Unknown,ATM,1
3260,435,4336,10,Masvingo,Mobile,0
3261,435,4164,7,Harare,Mobile,0
3262,435,4274,8,Bulawayo,ATM,0
3263,435,551,23,Bulawayo,ATM,0
3264,435,2468,1,Bulawayo,Mobile,0
3265,435,4558,0,Masvingo,ATM,0
3266,435,2485,17,Unknown,Mobile,1
3267,435,4924,12,Bulawayo,Mobile,0
3268,436,3069,19,Bulawayo,Mobile,0
3269,436,3760,15,Mutare,ATM,0
3270,436,3492,5,Bulawayo,Web,0
3271,436,4246,14,Bulawayo,Mobile,0
3272,436,2819,4,Mutare,ATM,0
3273,436,126,21,Bulawayo,ATM,0
3274,436,1244,23,Gweru,Mobile,0
3275,436,2054,23,Unknown,ATM,1
3276,436,3688,6,Gweru,Mobile,0
3277,436,302,2,Unknown,Mobile,0
3278,437,3148,12,Gweru,Web,0
3279,437,3395,11,Gweru,ATM,0
3280,437,2803,8,Masvingo,Mobile,0
3281,437,2548,4,Bulawayo,ATM,0
3282,437,1664,14,Harare,Mobile,0
3283,438,4580,0,Gweru,Web,0
3284,438,3578,17,Gweru,ATM,0
3285,438,139,16,Masvingo,Web,0
3286,438,1566,23,Unknown,Web,0
3287,438,107,7,Unknown,ATM,0
3288,438,4438,16,Masvingo,Mobile,0
3289,438,3847,12,Unknown,Web,1
3290,438,4428,8,Gweru,ATM,0
3291,438,2804,21,Bulawayo,Web,0
3292,438,3132,9,Bulawayo,ATM,0
3293,439,2763,10,Gweru,ATM,0
3294,439,2274,7,Bulawayo,Mobile,0
3295,439,1992,2,Bulawayo,Mobile,0
3296,439,1753,22,Mutare,ATM,0
3297,439,27,2,Unknown,ATM,0
3298,439,107,7,Gweru,ATM,0
3299,439,1929,14,Gweru,ATM,0
3300,439,4807,11,Gweru,Mobile,0
3301,440,2581,5,Bulawayo,ATM,0
3302,440,2120,18,Mutare,Web,0
3303,440,4138,5,Gweru,Mobile,0
3304,440,2332,9,Mutare,ATM,0
3305,440,3677,9,Harare,ATM,0
3306,440,2776,5,Harare,Web,0
3307,440,4663,6,Bulawayo,Mobile,0
3308,441,1719,14,Unknown,Mobile,0
3309,441,3055,13,Gweru,ATM,0
3310,441,664,3,Harare,ATM,0
3311,441,1752,14,Bulawayo,ATM,0
3312,441,331,17,Unknown,ATM,0
3313,441,3265,9,Mutare,Web,0
3314,441,2398,15,Masvingo,Web,0
3315,442,221,23,Mutare,Mobile,0
3316,442,3976,9,Harare,ATM,0
3317,442,408,23,Masvingo,ATM,0
3318,442,2518,18,Mutare,Web,0
3319,442,3449,10,Bulawayo,ATM,0
3320,442,2030,7,Gweru,ATM,0
3321,442,4938,4,Unknown,Mobile,1
3322,442,3013,21,Bulawayo,Mobile,0
3323,442,3738,7,Harare,Web,0
3324,442,3490,4,Masvingo,ATM,0
3325,443,2052,4,Harare,Web,0
3326,443,3811,7,Gweru,ATM,0
3327,443,2092,4,Harare,Mobile,0
3328,443,1931,9,Unknown,Mobile,0
3329,443,3638,14,Gweru,ATM,0
3330,443,3650,22,Harare,ATM,0
3331,443,4115,22,Bulawayo,Mobile,0
3332,443,2760,7,Masvingo,Web,0
3333,443,3528,0,Unknown,ATM,1
3334,444,1494,6,Bulawayo,Mobile,0
3335,444,2432,13,Harare,ATM,0
3336,444,1429,15,Harare,Mobile,0
3337,444,3168,12,Bulawayo,Mobile,0
3338,444,4228,18,Harare,ATM,0
3339,444,2053,19,Gweru,Web,0
3340,444,4217,8,Harare,Mobile,0
3341,444,767,11,Harare,Web,0
3342,445,535,5,Harare,Mobile,0
3343,445,2448,12,Mutare,Mobile,0
3344,445,258,19,Gweru,Web,0
3345,445,4802,17,Unknown,Web,1
3346,445,4299,1,Unknown,ATM,1
3347,445,475,15,Unknown,ATM,0
3348,445,582,5,Unknown,Mobile,0
3349,445,821,21,Bulawayo,Web,0
3350,446,4634,16,Mutare,Web,0
3351,446,1240,20,Masvingo,Web,0
3352,446,365,13,Harare,Web,0
3353,446,2970,5,Gweru,ATM,0
3354,446,2829,20,Mutare,Mobile,0
3355,446,3474,14,Gweru,ATM,0
3356,446,471,15,Masvingo,Mobile,0
3357,446,3195,2,Mutare,Web,0
3358,447,3105,18,Masvingo,ATM,0
3359,447,2535,3,Masvingo,Web,0
3360,447,1727,8,Unknown,Web,0
3361,447,2615,4,Unknown,Mobile,1
3362,447,648,20,Gweru,Mobile,0
3363,447,185,12,Unknown,Web,0
3364,447,4403,17,Unknown,Web,1
3365,447,1024,4,Masvingo,ATM,0
3366,448,1782,15,Gweru,ATM,0
3367,448,2505,5,Unknown,ATM,1
3368,448,4039,14,Gweru,Web,0
3369,448,4332,18,Bulawayo,ATM,0
3370,448,1855,11,Mutare,Mobile,0
3371,448,2673,19,Mutare,Web,0
3372,449,794,0,Unknown,Web,0
3373,449,932,14,Gweru,Mobile,0
3374,449,2332,22,Harare,ATM,0
3375,449,4355,22,Unknown,Web,1
3376,449,4256,23,Bulawayo,Mobile,0
3377,449,2586,23,Harare,ATM,0
3378,449,1112,0,Masvingo,Mobile,0
3379,450,4235,20,Harare,ATM,0
3380,450,934,19,Harare,ATM,0
3381,450,1095,13,Bulawayo,Mobile,0
3382,450,1783,14,Unknown,Web,0
3383,450,3838,13,Bulawayo,ATM,0
3384,450,4461,16,Unknown,Web,1
3385,451,2628,21,Bulawayo,Mobile,0
3386,451,1353,15,Bulawayo,Mobile,0
3387,451,2687,21,Unknown,Web,1
3388,451,2555,9,Unknown,Mobile,1
3389,451,2152,4,Gweru,ATM,0
3390,451,4879,0,Mutare,Mobile,0
3391,451,3439,16,Gweru,Mobile,0
3392,452,1381,8,Masvingo,ATM,0
3393,452,2596,11,Unknown,Mobile,1
3394,452,976,2,Gweru,Web,0
3395,452,4606,14,Masvingo,Web,0
3396,452,4686,8,Gweru,Web,0
3397,452,2033,22,Masvingo,Mobile,0
3398,452,3907,11,Masvingo,ATM,0
3399,453,3201,6,Bulawayo,Mobile,0
3400,453,4473,18,Unknown,Mobile,1
3401,453,817,20,Mutare,Web,0
3402,453,2629,16,Harare,Mobile,0
3403,453,3179,0,Gweru,Web,0
3404,453,4683,3,Bulawayo,Mobile,0
3405,453,2516,13,Gweru,ATM,0
3406,454,3746,1,Unknown,ATM,1
3407,454,3975,16,Mutare,ATM,0
3408,454,4666,9,Gweru,ATM,0
3409,454,2717,4,Bulawayo,Mobile,0
3410,454,3949,0,Mutare,Mobile,0
3411,454,3332,23,Harare,Web,0
3412,455,1287,9,Mutare,Web,0
3413,455,4596,6,Masvingo,Web,0
3414,455,866,7,Harare,Web,0
3415,455,2488,3,Harare,Web,0
3416,455,762,1,Mutare,ATM,0
3417,455,3965,16,Harare,Mobile,0
3418,455,4872,9,Bulawayo,ATM,0
3419,455,3237,18,Gweru,Mobile,0
3420,455,4619,13,Masvingo,Web,0
